Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_With_Microwave,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Stove,Cooking_With_Airfryer,Recycling_Glass,Recycling_Plastic,Recycling_Paper,Recycling_Metal
0,1,1,1,2,0,0,2,136,3,10,2,4,17,7,16,0,1,1,0,0,1,0,0,1,1
2,1,0,3,2,2,2,2,151,0,8712,2,4,13,29,8,2,0,1,1,1,1,0,1,1,0
1,0,0,3,1,2,3,2,245,0,3422,3,4,2,24,22,2,0,1,0,1,1,1,1,1,1
2,1,0,3,3,1,0,0,103,1,1798,1,1,5,46,23,1,1,0,0,1,0,0,1,1,1
3,0,2,0,2,2,5,0,228,0,6028,3,5,3,43,7,1,1,0,1,0,0,1,0,1,0
0,0,1,3,3,0,0,1,155,3,2,2,6,13,47,16,1,0,1,1,0,1,1,1,0,0
1,0,0,2,1,1,0,0,116,1,427,1,1,9,45,6,2,1,1,1,1,1,0,1,0,1
2,0,0,2,2,0,0,2,85,1,34,1,2,12,28,12,2,0,0,1,1,0,0,1,0,0
2,1,2,2,3,0,0,0,119,1,65,3,2,2,5,11,2,0,1,0,0,1,0,0,0,0
0,0,3,3,0,2,5,0,288,1,8609,0,3,17,5,14,2,1,0,1,0,0,1,0,0,1
3,0,1,3,3,1,0,1,60,1,164,0,1,23,43,3,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,0,0,2,85,2,43,3,1,22,24,3,1,1,1,0,1,1,1,1,1,0
2,1,3,0,0,1,0,1,152,3,1449,3,3,0,34,6,1,0,1,0,1,1,0,1,0,0
3,1,2,2,1,1,0,2,278,2,1849,3,5,6,34,21,1,1,1,0,1,1,0,0,1,0
0,1,0,2,0,1,0,1,95,2,1921,0,7,9,38,5,1,0,0,1,1,0,0,0,1,1
2,1,0,3,1,2,4,2,88,3,454,1,3,24,25,18,1,0,1,1,0,1,0,1,0,1
0,0,2,2,1,0,0,1,268,0,0,2,1,20,26,24,0,0,1,0,1,1,0,0,0,0
3,0,3,2,2,2,3,0,155,3,2752,1,2,11,28,0,2,0,0,0,0,0,0,0,1,1
2,1,3,2,0,1,0,1,244,3,1065,1,7,3,50,15,1,0,1,0,0,1,1,0,1,0
2,1,2,2,3,1,0,0,68,1,749,2,6,2,2,5,0,0,1,0,0,1,1,0,1,0
3,1,3,1,1,0,0,2,87,0,58,0,5,23,46,0,0,0,0,1,0,0,1,0,1,1
1,0,3,2,1,2,1,1,130,3,1071,2,1,13,25,1,0,0,0,1,1,0,0,1,0,0
2,1,0,1,1,0,0,1,191,3,30,2,7,1,15,17,1,1,0,0,1,0,1,0,0,0
3,0,2,2,0,2,2,1,299,0,7031,1,2,10,47,12,0,1,1,1,1,1,0,0,0,1
0,1,3,3,2,2,1,2,65,1,4298,3,5,5,50,18,2,1,0,1,0,0,0,1,1,1
2,0,1,3,3,2,1,0,245,3,7618,2,2,8,20,18,0,0,1,0,1,1,1,0,1,0
0,0,3,3,3,2,1,0,279,1,8301,2,6,22,11,8,2,0,1,1,0,1,1,0,1,1
2,1,0,3,0,1,0,0,122,2,1882,3,2,12,35,5,2,1,1,1,1,1,1,0,1,1
3,0,3,0,1,1,0,2,248,0,207,3,6,12,29,16,1,0,0,0,0,0,1,1,0,1
2,0,1,3,1,1,0,0,50,1,671,0,5,6,29,23,2,1,0,1,1,0,0,0,1,1
0,0,0,2,3,0,0,0,239,3,46,3,1,2,17,13,1,1,0,1,0,0,1,0,0,1
2,0,2,2,2,0,0,1,77,1,66,2,3,20,49,9,2,0,1,1,1,1,0,0,0,1
3,0,1,2,1,2,1,0,107,0,7523,0,4,12,29,22,2,0,0,1,1,0,1,1,0,1
3,0,2,1,3,0,0,0,243,0,51,2,2,16,50,3,2,1,0,1,0,0,0,0,0,1
1,0,1,2,1,0,0,2,213,1,96,3,3,16,1,5,0,1,0,0,0,0,0,1,1,0
0,0,0,3,0,2,5,1,72,1,7757,0,4,9,33,9,2,1,0,0,0,0,0,1,0,1
2,0,3,2,1,0,0,1,152,3,79,1,7,11,15,19,0,1,1,1,0,1,1,0,1,1
2,0,2,2,2,2,5,0,258,0,3748,3,7,17,26,22,1,0,0,1,1,0,0,0,1,1
1,0,3,2,2,2,3,0,179,1,3148,1,7,9,27,4,2,0,1,1,0,1,0,0,1,1
2,0,3,0,0,2,3,1,198,2,5151,2,4,19,19,12,0,1,1,1,0,1,0,0,0,1
1,1,2,0,3,0,0,1,182,1,84,3,7,14,49,0,1,0,1,1,0,1,1,1,0,1
2,1,0,1,3,2,1,0,58,3,8585,0,7,18,34,1,1,1,0,1,0,0,1,0,0,0
3,1,3,3,3,1,0,2,296,1,1113,0,1,19,14,17,2,0,1,1,1,1,0,0,0,0
1,0,3,2,2,1,0,1,66,0,1238,2,2,12,22,3,1,0,0,1,1,0,0,0,1,1
1,1,1,3,0,2,2,0,73,0,7677,0,5,8,41,3,2,0,0,0,0,0,1,0,1,0
0,1,3,0,3,1,0,1,211,3,1176,2,5,6,24,19,2,0,0,0,1,0,1,0,0,0
1,1,1,0,2,0,0,0,221,2,22,3,6,5,5,2,2,0,1,0,0,1,1,1,0,0
0,0,1,2,2,1,0,2,119,2,1797,0,2,3,24,22,0,0,0,0,0,0,0,0,1,1
1,0,3,3,2,2,4,0,240,3,2456,3,3,16,31,9,2,0,1,0,0,1,1,1,1,0
2,1,1,0,1,2,3,0,261,0,3229,3,1,10,42,3,1,1,0,1,0,0,0,1,1,0
1,0,1,3,0,2,4,0,149,3,3294,1,3,19,49,10,1,1,1,0,1,1,0,1,0,0
0,0,1,3,0,2,2,1,178,0,5409,1,5,6,10,3,1,0,0,1,1,0,1,0,1,0
3,0,3,2,1,1,0,1,190,0,561,0,4,3,13,12,1,1,1,0,0,1,0,0,1,0
2,0,3,0,1,2,5,0,199,2,9427,2,3,22,7,20,0,1,1,0,1,1,0,0,0,1
0,1,3,3,0,2,2,0,177,1,131,3,4,9,1,12,0,1,0,0,0,0,1,0,0,1
3,0,0,0,2,0,0,2,70,2,34,0,2,21,48,2,2,1,1,1,1,1,0,0,0,0
3,0,2,1,0,0,0,2,237,3,93,0,2,5,45,3,2,0,1,1,1,1,0,1,0,0
2,0,1,2,1,2,2,0,89,0,8843,2,1,3,7,8,0,1,1,0,1,1,1,1,1,1
0,1,1,2,3,2,5,1,95,0,556,3,4,17,38,7,0,1,1,1,1,1,1,0,0,0
3,0,3,3,1,1,0,2,260,1,1733,1,3,20,47,2,2,0,1,0,0,1,1,1,1,0
3,1,0,1,3,1,0,0,68,3,49,0,7,14,47,7,0,0,0,1,0,0,1,1,0,1
3,0,0,0,1,0,0,0,201,0,60,1,6,21,12,13,1,0,0,0,0,0,0,0,0,0
3,0,3,2,0,1,0,2,85,0,284,1,7,6,47,2,0,0,0,0,0,0,0,0,1,1
1,0,1,0,2,1,0,1,78,0,446,1,1,11,22,23,1,1,1,1,0,1,0,1,1,1
0,0,3,0,2,2,4,0,58,3,5956,0,4,24,45,5,1,1,0,0,0,0,0,1,0,1
2,1,0,2,3,0,0,1,94,0,17,3,6,24,9,24,2,1,1,0,1,1,0,1,1,0
1,0,2,1,0,1,0,0,102,3,863,1,3,23,34,4,1,0,1,0,0,1,1,1,1,1
3,1,2,1,3,1,0,0,236,1,596,0,1,9,6,21,0,1,0,1,0,0,0,1,1,0
0,1,2,2,0,2,4,1,111,0,3325,3,6,22,21,5,1,0,1,1,0,1,0,0,0,0
1,1,2,0,0,1,0,1,170,1,235,0,3,19,3,10,1,1,0,0,0,0,1,0,0,0
0,0,1,2,0,1,0,2,195,2,1952,0,1,21,9,20,2,1,0,1,1,0,1,1,0,1
2,0,0,2,2,1,0,1,285,1,1963,2,4,3,28,19,1,1,0,1,1,0,1,1,1,0
3,1,3,1,0,2,1,1,281,1,3055,2,6,13,39,5,2,1,1,1,0,1,0,0,1,0
0,1,3,3,0,2,5,0,287,2,8077,3,2,17,50,11,1,1,1,1,1,1,0,0,0,1
1,1,3,0,2,2,3,1,185,2,2077,2,1,11,30,20,2,1,1,0,1,1,1,1,1,1
3,1,1,2,1,2,2,1,278,1,5043,3,5,12,13,1,0,0,1,1,0,1,0,1,0,0
1,0,2,3,3,0,0,1,278,2,69,3,2,1,20,14,1,1,0,1,1,0,0,1,1,1
3,1,1,0,0,2,3,1,249,3,7179,3,6,21,9,13,0,0,1,0,1,1,1,0,0,1
2,0,2,2,0,2,3,1,60,2,7186,1,5,4,11,7,2,0,0,0,0,0,1,1,1,0
2,1,1,2,1,1,0,0,276,2,127,2,4,20,28,0,1,0,1,0,0,1,0,1,0,0
1,1,1,2,2,0,0,2,285,1,79,0,3,6,43,23,0,0,1,1,1,1,1,1,1,1
3,1,0,3,1,1,0,1,158,3,1649,3,2,5,3,10,1,1,1,1,0,1,1,0,0,0
2,0,3,3,3,2,1,0,77,0,7486,3,5,12,10,21,2,0,1,0,1,1,1,0,0,0
2,1,2,2,0,2,4,1,107,2,3604,1,1,14,0,9,2,0,1,1,0,1,0,0,0,0
3,1,0,2,1,2,5,0,172,1,5037,2,2,7,10,10,1,0,1,1,0,1,0,1,1,1
0,1,3,0,0,2,1,1,105,2,4071,0,5,23,9,22,0,1,0,0,0,0,0,0,0,0
1,0,1,3,1,2,4,0,132,2,7430,0,5,15,39,17,2,1,1,1,1,1,0,0,0,0
2,1,2,0,0,0,0,1,144,2,7,0,3,17,13,2,1,1,1,0,0,1,0,1,0,0
1,0,3,2,0,0,0,1,135,2,14,2,7,12,10,24,0,0,0,1,0,0,0,1,1,1
3,0,1,0,2,0,0,1,178,1,20,0,1,0,24,18,2,1,0,0,1,0,0,1,1,0
2,1,3,3,1,1,0,2,216,1,1283,1,7,1,28,12,1,1,0,1,0,0,1,0,0,1
0,1,1,1,0,0,0,0,244,0,92,1,2,11,27,17,2,1,1,1,1,1,0,0,0,1
0,0,1,2,1,2,1,1,151,2,4989,0,1,20,50,3,2,1,1,1,1,1,0,0,0,1
2,1,2,2,1,0,0,1,259,3,18,0,6,3,35,1,0,1,1,0,1,1,0,1,1,0
1,1,3,0,0,0,0,1,241,1,54,2,3,5,5,20,1,0,1,0,1,1,0,1,0,0
2,1,1,1,3,1,0,2,271,0,506,0,5,8,40,21,1,1,1,1,1,1,0,1,0,0
2,1,0,0,1,0,0,1,178,3,52,3,1,10,34,18,0,0,1,0,1,1,0,0,1,0
1,1,2,1,0,1,0,2,151,3,559,1,2,20,24,3,2,0,1,1,0,1,0,0,1,1
2,1,3,1,2,1,0,1,80,3,1230,2,1,16,18,0,0,0,1,0,1,1,1,1,0,1
3,1,0,3,2,1,0,1,281,0,737,0,5,20,27,20,1,1,0,0,0,0,1,0,1,0
3,1,2,3,1,1,0,1,179,1,550,1,3,4,48,19,1,0,1,1,0,1,1,1,1,1
0,1,1,3,1,0,0,1,150,0,71,3,7,16,33,23,1,0,1,1,1,1,1,0,0,1
3,1,2,2,3,2,4,2,110,3,2041,0,2,15,43,20,2,0,0,0,0,0,1,1,0,0
2,0,1,0,2,1,0,2,101,3,68,2,3,13,1,5,2,0,0,0,0,0,0,1,0,1
1,1,1,0,1,1,0,0,87,0,677,0,6,17,4,2,2,0,1,1,1,1,0,1,1,1
2,1,2,1,2,2,5,2,222,1,2212,3,7,15,26,11,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,2,118,2,39,0,6,20,4,17,2,1,1,0,0,1,1,0,1,0
3,1,0,1,0,2,1,2,235,3,3368,0,7,12,27,16,2,0,1,1,0,1,0,1,1,1
3,1,3,3,1,1,0,0,173,1,1219,1,4,21,0,0,1,0,0,0,1,0,0,0,0,1
0,1,1,2,0,2,5,1,216,1,3757,3,3,14,8,22,2,0,0,0,1,0,1,0,0,0
0,1,0,0,1,1,0,1,97,0,552,3,2,9,3,2,1,1,0,1,1,0,1,0,0,1
0,1,0,0,0,0,0,1,193,0,2,1,7,5,36,11,1,0,1,0,1,1,0,0,1,0
0,1,1,1,1,2,1,0,144,2,5134,3,5,5,11,13,2,1,1,0,0,1,1,1,1,0
2,1,0,0,2,2,1,1,188,0,1230,0,2,24,17,20,2,1,0,1,0,0,1,0,0,1
0,0,0,0,3,1,0,2,270,3,377,3,2,17,5,18,0,0,1,0,1,1,0,0,1,0
2,0,3,1,1,2,5,1,167,0,1630,0,5,5,28,0,2,1,0,1,0,0,0,0,0,0
0,0,0,1,0,2,2,1,181,0,3900,2,6,15,31,11,2,1,1,1,1,1,1,1,1,1
2,1,3,3,2,1,0,2,99,2,165,0,7,21,24,13,1,1,1,0,1,1,1,0,0,0
1,0,2,2,2,1,0,1,143,2,1100,1,4,21,10,19,0,0,1,0,0,1,1,0,1,0
2,1,1,1,1,0,0,1,88,0,37,1,2,13,43,19,0,0,0,0,0,0,0,1,1,0
2,0,0,0,2,1,0,2,102,2,1215,1,3,21,6,23,0,0,0,0,1,0,1,1,1,0
3,0,3,3,0,0,0,2,149,1,8,0,7,7,33,23,2,0,1,0,0,1,0,1,1,0
2,1,2,1,1,1,0,2,76,1,302,2,6,8,3,13,2,0,1,1,0,1,0,1,1,1
0,1,2,3,0,1,0,2,268,1,1343,1,7,12,17,15,0,1,0,0,1,0,1,1,1,0
1,0,0,3,2,2,1,0,246,0,9671,2,3,5,12,0,2,1,0,1,1,0,0,1,1,1
3,0,1,2,2,2,5,2,54,2,6465,3,2,16,13,20,1,0,1,0,0,1,0,1,1,0
2,1,3,2,3,1,0,0,158,3,647,2,1,15,31,6,1,1,1,1,0,1,1,1,1,1
2,0,3,1,0,2,5,0,94,1,421,1,2,18,11,1,0,1,1,0,1,1,0,1,1,1
1,1,1,1,3,0,0,2,173,0,50,2,1,4,42,1,2,1,1,1,0,1,1,0,1,0
1,0,1,0,2,0,0,1,124,1,16,0,4,14,20,13,1,0,1,0,0,1,0,0,0,1
0,1,3,1,0,2,1,0,86,0,4276,0,6,10,26,11,0,1,0,1,0,0,1,1,1,0
3,1,2,0,0,2,2,1,174,1,2218,3,1,24,33,18,1,0,0,1,0,0,1,0,0,0
2,0,3,3,3,2,4,2,185,2,6994,0,4,4,4,6,0,0,1,0,0,1,1,0,0,1
3,1,3,2,0,2,4,0,296,0,6883,0,3,19,4,12,0,1,1,0,1,1,1,0,1,0
1,0,3,1,0,2,4,0,87,1,4737,1,7,16,13,8,1,1,0,1,1,0,1,1,0,1
0,1,3,0,1,0,0,1,122,0,43,2,2,12,12,24,0,1,1,1,1,1,0,0,1,0
3,0,3,0,2,2,2,0,173,1,5027,3,6,15,36,9,1,0,1,0,0,1,0,0,0,1
0,0,3,1,0,2,3,1,135,2,5330,3,7,6,23,3,1,0,1,1,1,1,1,0,1,0
3,0,0,2,1,2,4,1,165,0,7390,1,3,11,0,9,0,0,0,0,1,0,1,1,1,0
0,0,2,2,2,1,0,0,223,2,1586,0,5,2,29,24,1,1,0,1,0,0,1,1,1,0
3,1,2,2,3,1,0,1,85,0,224,3,7,2,15,15,0,0,1,0,1,1,1,0,0,1
3,1,3,3,2,2,1,0,263,2,2929,3,6,2,4,16,1,1,0,1,1,0,0,0,0,1
1,0,0,2,0,0,0,0,191,1,81,3,7,20,21,1,1,1,1,0,0,1,1,0,1,1
3,1,1,0,1,0,0,0,224,0,61,2,5,5,13,2,1,0,1,1,1,1,0,0,1,0
2,0,2,1,3,2,1,1,150,1,546,2,3,14,39,9,0,0,1,0,0,1,0,0,0,0
2,0,3,0,3,1,0,0,149,2,1560,0,3,1,37,13,2,1,1,1,1,1,1,1,0,0
3,1,2,2,2,1,0,2,144,3,560,2,6,1,49,7,2,1,1,1,0,1,0,1,1,0
1,0,2,2,0,0,0,2,170,1,93,1,2,0,49,9,0,1,1,0,0,1,1,1,0,1
3,0,0,2,0,0,0,2,198,1,39,3,6,10,1,0,2,1,0,0,0,0,1,1,1,0
2,0,1,3,0,2,5,0,128,0,9745,2,1,19,45,1,2,1,0,1,1,0,0,1,0,1
1,0,3,3,1,0,0,2,81,3,74,0,6,13,26,24,1,0,0,1,0,0,1,1,1,0
0,1,1,2,1,1,0,2,93,3,1846,0,5,19,2,18,1,0,1,1,0,1,1,1,1,1
3,1,3,3,3,1,0,0,295,3,706,0,7,19,5,22,0,0,1,1,0,1,0,1,0,1
2,0,0,0,3,0,0,0,119,0,21,2,3,12,5,0,2,0,0,1,1,0,0,0,1,0
0,0,3,1,2,1,0,1,222,1,103,1,3,9,4,19,2,1,0,1,0,0,0,1,1,0
3,1,3,1,1,0,0,2,298,3,52,2,7,20,29,13,0,0,1,0,0,1,0,0,0,0
0,1,2,1,1,2,2,0,52,3,8797,0,7,13,23,5,1,1,1,0,1,1,1,0,1,1
3,0,2,2,2,0,0,0,299,3,47,1,1,12,1,13,2,0,0,0,1,0,1,0,0,1
2,0,1,0,3,1,0,2,92,2,1967,3,4,8,15,22,0,1,1,1,0,1,0,0,1,1
1,1,1,1,2,2,1,2,273,2,9980,0,7,17,45,20,0,0,0,0,1,0,0,0,0,0
0,0,0,3,0,1,0,2,62,2,1232,0,5,6,16,16,2,1,1,1,0,1,1,0,0,1
1,1,1,3,1,0,0,0,231,1,51,2,5,1,44,0,1,1,0,0,0,0,1,0,1,0
2,0,1,1,2,2,1,0,146,2,3192,0,4,12,41,24,1,0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,0,182,0,24,2,4,6,3,5,0,0,0,1,1,0,1,0,0,0
2,1,1,3,2,0,0,1,181,0,50,0,4,21,28,24,0,1,1,1,0,1,1,0,0,0
1,1,1,3,2,2,3,2,78,2,798,2,3,0,33,13,0,1,1,1,0,1,0,0,1,0
1,1,3,1,0,1,0,0,140,2,409,0,1,21,25,18,0,1,1,0,0,1,1,0,1,0
3,0,3,0,0,2,2,2,229,3,2389,2,5,24,38,23,1,1,1,1,1,1,1,1,1,0
2,0,2,0,2,2,1,1,82,1,9773,1,2,5,12,21,0,1,1,1,0,1,0,1,1,0
2,1,2,2,0,1,0,2,284,3,1328,1,2,5,38,10,1,0,1,0,1,1,1,0,1,0
0,0,3,0,0,1,0,0,155,3,1478,3,4,19,47,22,1,1,1,0,1,1,1,1,0,1
3,1,0,0,1,1,0,2,245,0,1308,0,3,9,12,12,2,1,1,0,0,1,1,1,1,1
2,1,2,3,3,2,5,2,230,0,3310,1,4,13,11,3,0,0,0,0,1,0,0,1,1,0
1,0,2,1,1,0,0,0,139,3,75,3,2,14,42,13,2,1,0,1,0,0,1,0,0,1
0,0,3,0,3,1,0,2,175,3,1774,0,1,12,25,8,1,1,0,1,0,0,0,0,0,1
2,1,3,1,1,2,4,0,95,1,2910,3,3,12,5,5,2,0,1,1,1,1,0,0,0,0
2,0,3,3,0,0,0,2,70,2,98,3,1,8,35,15,1,0,0,0,1,0,1,1,1,0
1,1,2,0,1,0,0,1,167,0,13,0,6,7,41,2,2,0,1,1,1,1,1,1,0,1
3,0,1,2,1,1,0,0,210,1,1098,2,7,16,22,11,2,0,0,0,0,0,1,0,0,1
3,0,1,0,1,0,0,1,294,3,0,0,7,21,41,6,1,1,0,1,0,0,1,1,1,1
1,0,3,3,0,1,0,2,146,2,854,0,4,20,31,17,0,1,0,0,1,0,1,0,0,0
1,1,0,1,0,0,0,0,140,0,85,3,3,3,30,14,2,1,1,1,1,1,1,0,0,0
0,1,2,3,1,0,0,1,239,0,89,3,1,19,17,20,0,1,1,0,1,1,0,1,1,1
1,0,3,3,2,2,4,1,258,2,7715,1,2,7,46,22,2,1,0,1,0,0,0,0,1,0
3,0,2,1,3,0,0,1,108,3,59,1,2,1,4,6,0,0,1,1,1,1,1,1,1,0
2,0,0,0,3,0,0,0,291,2,51,0,5,24,42,22,2,0,1,0,0,1,0,1,1,1
1,0,2,1,3,2,3,1,188,2,2553,2,3,4,29,9,1,1,0,1,1,0,1,1,0,0
3,1,0,3,1,0,0,2,142,3,65,3,3,10,43,22,2,1,1,0,1,1,0,1,0,0
0,0,0,3,2,1,0,0,69,0,274,0,4,11,30,10,0,1,1,0,0,1,1,0,1,1
3,0,0,1,2,0,0,0,209,0,50,2,2,3,39,5,2,0,0,0,1,0,1,0,1,0
2,0,1,1,0,1,0,2,58,1,219,3,7,14,18,2,2,1,1,1,0,1,0,1,0,0
1,0,0,1,0,2,4,2,231,1,6510,3,6,23,19,1,1,1,0,1,0,0,1,0,1,1
2,1,0,1,1,0,0,2,216,2,18,1,2,17,34,4,2,1,1,1,1,1,0,1,1,1
3,1,3,1,0,1,0,1,163,3,1118,3,4,12,33,24,2,1,1,0,0,1,0,1,1,1
0,0,2,3,1,1,0,0,147,2,1095,2,1,18,42,10,0,0,0,1,0,0,0,1,1,0
3,1,2,0,2,0,0,0,217,2,23,0,4,24,48,8,1,0,1,1,1,1,1,0,1,1
1,1,1,2,2,0,0,0,238,1,83,0,4,21,33,15,0,1,0,1,0,0,1,0,1,0
1,1,0,3,3,0,0,0,251,1,20,2,7,7,21,8,2,0,1,0,1,1,1,0,0,1
0,1,0,3,0,2,4,1,60,3,7285,2,1,14,7,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1,1,0,0,175,2,405,3,4,7,27,10,1,0,0,0,0,0,0,0,1,1
0,1,0,0,0,2,3,2,266,1,6743,1,1,20,23,18,2,1,0,1,0,0,0,0,0,0
2,1,1,3,2,0,0,1,114,2,8,1,6,19,13,9,0,0,1,1,0,1,0,1,1,1
1,1,0,0,3,0,0,1,132,0,41,3,7,16,47,23,0,0,1,1,1,1,0,0,0,0
0,1,0,3,3,1,0,0,106,1,1059,0,3,12,26,6,2,1,0,0,1,0,0,0,1,1
3,0,0,3,3,0,0,1,108,2,49,1,2,23,23,6,2,0,0,0,0,0,1,0,0,0
2,1,3,1,3,0,0,0,145,0,26,0,7,3,24,6,0,1,0,1,0,0,0,0,0,0
0,1,0,3,1,1,0,1,84,1,1345,0,2,1,49,18,0,1,1,0,0,1,0,0,0,0
2,1,3,0,2,0,0,0,171,0,93,1,4,24,23,23,2,1,0,0,1,0,0,0,1,0
0,0,2,3,3,0,0,1,68,0,0,0,3,5,44,11,1,1,1,1,0,1,1,0,1,0
0,1,2,2,3,0,0,1,275,3,63,0,6,21,30,22,2,1,1,1,0,1,1,1,0,1
1,1,1,3,3,0,0,2,217,3,44,1,2,8,32,10,1,1,0,1,0,0,1,0,0,1
0,0,0,0,2,2,3,1,139,2,1025,2,1,12,14,20,1,0,1,1,0,1,1,0,0,0
0,0,3,3,0,1,0,0,141,1,265,0,1,22,47,11,1,0,0,0,0,0,0,1,0,1
1,1,2,1,2,0,0,0,146,2,59,2,7,22,1,1,2,1,1,0,1,1,0,1,1,0
1,0,3,1,3,0,0,2,221,1,60,3,6,16,26,23,0,0,0,1,1,0,1,0,1,0
2,0,0,0,3,1,0,1,198,1,1906,1,5,2,15,7,1,0,0,1,0,0,0,0,0,1
3,0,2,1,2,2,2,2,296,1,6798,2,5,4,13,6,0,1,0,1,0,0,1,1,1,0
2,1,1,1,3,1,0,0,110,0,996,2,3,18,18,10,2,0,1,0,1,1,1,1,1,1
1,0,0,1,0,2,5,1,204,0,3002,0,1,10,36,21,2,0,0,0,0,0,1,0,0,0
0,1,2,2,3,0,0,1,108,3,34,0,2,11,40,13,2,0,1,0,1,1,0,1,0,0
2,1,3,0,1,1,0,1,285,1,29,3,4,19,18,8,2,1,1,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,98,3,525,2,4,0,13,12,2,0,0,0,1,0,0,0,0,1
3,1,0,0,1,2,5,1,122,3,1298,1,6,19,47,21,1,1,1,1,1,1,0,1,1,0
0,1,0,2,2,2,3,0,282,2,8881,0,7,0,4,14,1,0,0,1,0,0,0,0,1,0
2,1,0,2,0,1,0,1,78,0,567,1,7,16,9,0,1,0,1,0,0,1,0,0,0,0
3,0,2,1,2,1,0,0,74,1,673,1,1,6,19,3,2,1,1,1,0,1,0,1,1,0
1,1,1,2,1,0,0,0,176,3,9,2,6,9,21,16,0,0,0,0,0,0,1,1,0,0
1,0,2,2,2,1,0,0,228,2,970,0,1,20,48,12,2,0,1,0,1,1,0,1,0,0
1,0,2,0,3,1,0,0,143,0,541,0,6,13,35,20,2,0,0,1,1,0,1,1,0,0
3,1,0,2,1,2,4,0,86,0,49,0,4,8,6,24,2,0,0,1,1,0,1,0,0,1
2,0,1,1,3,0,0,1,117,3,51,1,4,17,41,10,1,1,1,0,0,1,1,0,1,1
0,0,1,2,0,0,0,1,165,1,80,0,4,14,39,3,2,1,1,0,0,1,1,0,0,0
1,0,0,2,0,2,3,1,223,3,8741,0,1,22,32,23,1,0,1,0,0,1,1,1,1,0
2,1,2,2,3,1,0,2,57,0,1863,2,7,19,4,16,0,0,0,1,0,0,0,1,1,0
2,1,0,3,1,0,0,1,172,0,99,0,3,3,24,15,2,1,0,1,0,0,1,1,0,0
3,0,0,0,1,0,0,2,292,0,23,0,7,0,47,13,1,0,1,1,0,1,0,1,0,1
2,1,2,1,3,1,0,1,298,3,159,2,1,3,7,17,1,0,1,0,0,1,0,1,1,1
0,1,3,2,3,1,0,2,134,0,287,1,4,24,28,5,1,0,0,0,0,0,1,0,1,1
0,1,0,3,1,1,0,0,244,0,1539,3,6,4,50,12,2,1,0,1,0,0,1,0,0,0
0,0,0,2,3,2,5,1,122,0,9828,3,7,18,33,7,2,1,0,0,0,0,1,0,0,1
3,0,1,3,0,2,2,1,153,0,3457,1,1,13,15,16,1,0,1,1,0,1,1,0,0,1
0,0,2,0,0,1,0,2,236,2,1792,3,2,8,28,24,2,0,0,0,1,0,1,1,1,1
3,1,0,0,3,2,3,1,202,2,7934,1,3,20,37,0,2,0,1,0,1,1,1,0,1,0
0,0,0,3,3,1,0,1,79,3,1312,3,2,22,15,12,1,1,0,0,0,0,0,1,0,0
0,1,3,2,0,0,0,2,228,2,33,0,1,0,35,10,2,1,0,1,0,0,0,1,1,0
0,0,1,1,2,2,5,0,212,2,9242,3,7,0,33,7,1,0,0,1,1,0,1,1,1,1
0,0,1,1,0,0,0,2,239,0,75,2,6,24,46,0,0,0,0,1,1,0,1,1,1,1
0,0,1,1,2,2,5,0,166,3,9704,2,4,13,36,3,1,0,0,1,1,0,0,1,1,1
2,1,3,3,1,1,0,0,161,3,1204,0,1,1,11,6,2,0,1,1,0,1,0,1,0,0
0,0,2,0,1,0,0,1,225,2,37,2,5,5,50,11,0,1,0,1,1,0,1,0,1,1
1,0,2,2,3,2,5,2,253,3,7988,3,2,21,41,22,2,1,0,1,0,0,1,1,1,1
2,1,0,2,3,1,0,2,295,0,882,3,4,16,30,20,2,1,0,1,1,0,0,1,0,1
2,1,3,1,3,2,1,2,107,2,3194,0,6,17,45,10,0,0,0,1,0,0,0,1,1,0
3,1,2,1,0,0,0,0,256,0,79,0,3,11,43,19,2,1,1,0,0,1,1,0,0,1
1,0,3,1,0,1,0,2,203,3,675,3,2,15,43,23,1,0,0,1,1,0,1,1,0,1
3,1,3,2,3,0,0,2,84,0,85,0,3,19,23,9,0,0,1,1,0,1,1,1,0,1
1,1,3,2,2,1,0,0,179,2,648,2,5,21,44,18,0,1,1,1,0,1,0,0,0,1
0,0,3,1,3,1,0,0,57,3,718,1,7,0,5,9,2,0,0,0,1,0,1,0,0,0
1,0,1,0,0,1,0,0,154,3,393,3,5,18,42,1,1,1,1,0,1,1,1,1,0,1
3,1,3,3,0,1,0,0,276,2,270,0,5,10,37,20,0,0,0,0,1,0,1,0,0,0
2,0,0,0,0,1,0,2,250,2,1638,2,7,21,10,2,1,1,1,0,1,1,0,0,0,0
1,0,2,0,3,0,0,0,184,3,35,1,6,1,28,13,1,1,0,0,1,0,1,1,0,0
